X,Y,Lote,Rto,N,Z
416584.906303829,6304642.3730086,LP08,8980.426,440,2
416587.268666797,6304642.38227657,LP08,8755,440,2
416589.640234486,6304642.40271135,LP08,9440.638,440,2
416591.993297168,6304642.41189803,LP08,9485.319,440,2
416594.355469048,6304642.44333878,LP08,9481.17,440,2
416596.708531712,6304642.45252431,LP08,9317.766,440,2
416599.070799106,6304642.47287666,LP08,9193.404,440,2
416601.433353052,6304642.45996667,LP08,9296.809,440,2
416603.786415676,6304642.46915048,LP08,9309.362,440,2
416606.120782246,6304642.48926074,LP08,9395.426,440,2
416608.418138769,6304642.48687546,LP08,9602.766,440,2
416610.687403465,6304642.50642379,LP08,9444.043,440,2
416612.975268683,6304642.52613182,LP08,9502.34,440,2
416615.272529665,6304642.53483217,LP08,9351.17,440,2
416617.5790909,6304642.54361208,LP08,9180.638,440,2
416619.876542855,6304642.53013682,LP08,9505.957,440,2
416622.173803796,6304642.53883553,LP08,9366.17,440,2
416624.461955448,6304642.52527909,LP08,9192.021,440,2
416626.750202567,6304642.50063485,LP08,8628.723,440,2
416629.037972222,6304642.53142634,LP08,8875.957,440,2
416631.34443789,6304642.55129022,LP08,9050.106,440,2
416633.641603287,6304642.57107346,LP08,9357.553,440,2
416635.938673199,6304642.6019434,LP08,9344.681,440,2
416638.245138851,6304642.62180564,LP08,9749.787,440,2
416640.514498913,6304642.63025973,LP08,9873.723,440,2
416642.811759757,6304642.63895354,LP08,10004.787,440,2
416645.099815795,6304642.63647947,LP08,9576.915,440,2
416647.303978502,6304642.65545865,LP08,10197.021,440,2
416649.480335873,6304642.66310984,LP08,10057.872,440,2
416651.665993499,6304642.67084061,LP08,10161.809,440,2
416653.870060724,6304642.70090554,LP08,9794.149,440,2
416656.055718334,6304642.70863533,LP08,10141.489,440,2
416658.250580742,6304642.72753194,LP08,10094.043,440,2
416660.445443146,6304642.74642805,LP08,10228.298,440,2
416662.640496442,6304642.74314917,LP08,9711.277,440,2
416664.844468202,6304642.78429885,LP08,10393.936,440,2
416667.039712363,6304642.75884446,LP08,9984.362,440,2
416669.24397044,6304642.76673139,LP08,10109.681,440,2
416671.448133067,6304642.78570507,LP08,10048.404,440,1
416673.652581998,6304642.77141649,LP08,10042.553,440,1
416675.866235739,6304642.76829471,LP08,9736.489,440,1
416678.080080325,6304642.74299793,LP08,10010.532,440,1
416680.237646158,6304642.7726566,LP08,10335.638,440,1
416682.44199959,6304642.76945327,LP08,10052.872,440,1
416684.646257581,6304642.7773367,LP08,10223.83,440,1
416686.859624983,6304642.80747416,LP08,10170.957,440,1
416689.073278641,6304642.80434936,LP08,10039.468,440,1
416691.277441187,6304642.82331852,LP08,9765.426,440,1
416693.472494291,6304642.82003265,LP08,10141.489,440,1
416695.676847643,6304642.8168263,LP08,10099.574,440,1
416697.880914752,6304642.84688121,LP08,10346.915,440,1
416700.103868609,6304642.84383393,LP08,10028.936,440,1
416702.317522184,6304642.8407061,LP08,10333.511,440,1
416704.521684678,6304642.85967225,LP08,10125.426,440,1
416706.726037964,6304642.85646339,LP08,10275.319,440,1
416708.939500705,6304642.87550855,LP08,10021.596,440,1
416711.14375857,6304642.88338594,LP08,10507.34,440,1
416713.338716162,6304642.89118281,LP08,10053.404,440,1
416715.561574534,6304642.89921922,LP08,10126.064,440,1
416717.774941858,6304642.92934961,LP08,9945.851,440,1
416720.007100476,6304642.93746502,LP08,10024.468,440,1
416722.220563175,6304642.95650714,LP08,9892.447,440,1
416724.424916362,6304642.95329426,LP08,10043.936,440,1
416726.638665173,6304642.93907362,LP08,9700.851,440,1
416728.852318589,6304642.93593973,LP08,10076.17,440,1
416731.075176882,6304642.94397258,LP08,9847.872,440,1
416733.279530005,6304642.94075767,LP08,10257.447,440,1
416735.493088011,6304642.94870951,LP08,9937.021,440,1
416737.715850906,6304642.96782809,LP08,10246.702,440,1
416739.929408892,6304642.97577891,LP08,9900.851,440,1
416742.133761963,6304642.97256199,LP08,10505.851,440,1
416744.338019662,6304642.98043182,LP08,10070.638,440,1
416746.542277351,6304642.98830115,LP08,10158.936,440,1
416748.746535029,6304642.99616998,LP08,10282.021,440,1
416750.950792696,6304643.0040383,LP08,10164.255,440,1
416753.173555533,6304643.02315333,LP08,9974.894,440,1
416755.387113444,6304643.03110062,LP08,9769.894,440,1
416757.581975479,6304643.0499747,LP08,9953.085,440,1
416759.786423784,6304643.03566651,LP08,10050.638,440,1
416761.99998166,6304643.04361229,LP08,10044.787,440,1
416764.213444192,6304643.06264481,LP08,9948.085,440,1
416766.427002049,6304643.07058958,LP08,9945.851,440,1
416768.631354961,6304643.06736663,LP08,9892.447,440,1
416770.844817469,6304643.08639763,LP08,10177.553,440,1
416773.067675557,6304643.09442084,LP08,9952.553,440,1
416775.271742469,6304643.12445812,LP08,10211.064,440,1
416777.485395594,6304643.12131311,LP08,10075.106,440,1
416779.680352865,6304643.12909494,LP08,10480.319,440,1
416781.903306225,6304643.12602887,LP08,9931.809,440,1
416784.116959305,6304643.12288234,LP08,10255.532,440,1
416786.330517064,6304643.13082255,LP08,9903.511,440,1
416788.54407481,6304643.13876226,LP08,10023.83,440,1
416790.748332284,6304643.14662152,LP08,9469.574,440,1
416792.971094972,6304643.16572741,LP08,10030.532,440,1
416795.18465269,6304643.1736656,LP08,9686.702,440,1
416797.388910134,6304643.18152335,LP08,10346.915,440,1
416799.6116728,6304643.20062771,LP08,9814.681,440,1
416801.834626039,6304643.19755706,LP08,10035,440,1
416804.029678476,6304643.19424612,LP08,9946.277,440,1
416806.252441115,6304643.21334896,LP08,9984.787,440,1
416808.465903485,6304643.23237136,LP08,9994.894,440,1
416810.670160868,6304643.24022608,LP08,10087.34,440,1
416812.883813778,6304643.23707298,LP08,9847.872,440,1
416815.10667166,6304643.24508653,LP08,10377.766,440,1
416817.320229269,6304643.25301966,LP08,10112.979,440,1
416819.5336916,6304643.27203953,LP08,10208.83,440,1
416821.74724919,6304643.27997165,LP08,10026.064,440,1
416823.970202297,6304643.27689592,LP08,10086.277,440,1
416826.193060124,6304643.28490693,LP08,10022.234,440,1
416828.406808198,6304643.27066302,LP08,10224.362,440,1
416830.610970219,6304643.28960045,LP08,10192.553,440,1
416832.824527751,6304643.29753003,LP08,10193.191,440,1
416835.02878501,6304643.30537921,LP08,10080.638,440,1
416837.242247271,6304643.32439503,LP08,10144.149,440,1
416839.455709527,6304643.34341035,LP08,10264.468,440,1
416841.650856985,6304643.32900363,LP08,10252.979,440,1
416843.864509705,6304643.32584344,LP08,10469.468,440,1
416846.08736743,6304643.33384988,LP08,10084.149,440,1
416848.301115357,6304643.31960142,LP08,10251.17,440,1
416850.514482326,6304643.34970146,LP08,10159.787,440,1
416852.727944528,6304643.36871374,LP08,10340.213,440,1
416854.922996657,6304643.36539125,LP08,10218.298,440,1
416857.155059364,6304643.38456228,LP08,10065.426,440,1
416859.377821805,6304643.40365292,LP08,10086.277,440,1
416861.600584239,6304643.42274305,LP08,10362.34,440,1
416863.814141624,6304643.43066555,LP08,10317.979,440,1
416866.037189693,6304643.41649291,LP08,10317.979,440,1
416868.241542005,6304643.41324727,LP08,10146.383,440,1
416870.464304401,6304643.43233536,LP08,10275.638,440,1
416872.677956946,6304643.42916859,LP08,9994.894,440,1
416874.881928392,6304643.47027043,LP08,10179.149,440,1
416877.104881177,6304643.4671825,LP08,9997.979,440,1
416879.309138224,6304643.4750216,LP08,10228.298,440,1
416881.513300062,6304643.49394744,LP08,9928.085,440,1
416883.726857351,6304643.50186538,LP08,10023.83,440,1
416885.940509823,6304643.49869557,LP08,9845.638,440,1
416888.163272157,6304643.5177796,LP08,10224.362,440,1
416890.367624342,6304643.51452892,LP08,10041.702,440,1
416892.590577032,6304643.51143744,LP08,10099.574,440,1
416894.804039078,6304643.5304401,LP08,9990.426,440,1
416896.998995779,6304643.53819532,LP08,10096.277,440,1
416899.221758072,6304643.55727681,LP08,9735.213,440,1
416901.43541045,6304643.55410345,LP08,10094.043,440,1
416903.630367119,6304643.56185717,LP08,9935.106,440,1
416905.844114638,6304643.54759556,LP08,10133.085,440,1
416908.057671802,6304643.55550794,LP08,9992.66,440,1
416910.280434049,6304643.57458689,LP08,10185.638,440,1
416912.475390672,6304643.58233861,LP08,10461.064,440,1
416914.688852644,6304643.60133672,LP08,10257.766,440,1
416916.902314611,6304643.62033432,LP08,10525.213,440,1
416919.115966883,6304643.61715692,LP08,10315.745,440,1
416921.338824247,6304643.62514608,LP08,10375.851,440,1
416923.54317623,6304643.62188786,LP08,10413.723,440,1
416925.747337901,6304643.64080362,LP08,10306.702,440,1
416927.960799827,6304643.6597987,LP08,10039.468,440,1
416930.164866345,6304643.68980071,LP08,10282.021,440,1
416932.387818802,6304643.68670009,LP08,9958.298,440,1
416934.601375847,6304643.69460639,LP08,10244.468,440,1
416936.814837744,6304643.71359945,LP08,10086.277,440,1
416939.028394769,6304643.72150474,LP08,10329.149,440,1
416941.242046913,6304643.71832229,LP08,10344.681,440,1
416943.464999302,6304643.71521912,LP08,10225.426,440,1
416945.669446279,6304643.7008686,LP08,10090.745,440,1
416947.873702991,6304643.70869208,LP08,10143.298,440,1
416950.068659433,6304643.71643527,LP08,10141.064,440,1
416952.282121266,6304643.73542479,LP08,10019.362,440,1
416954.495583093,6304643.7544138,LP08,9887.979,440,1
416956.690539507,6304643.76215549,LP08,9986.596,440,1
416958.90409643,6304643.77005624,LP08,10006.809,440,1
416961.098957716,6304643.78888418,LP08,10152.234,440,1
416963.303309465,6304643.7856169,LP08,10110.745,440,1
416965.516866356,6304643.79351613,LP08,10202.128,440,1
416967.739723495,6304643.80149464,LP08,10322.447,440,1
416969.962580625,6304643.80947264,LP08,10095.106,440,1
416972.157727154,6304643.79503632,LP08,10053.723,440,1
416974.371379088,6304643.79184629,LP08,10097.34,440,1
416976.575540569,6304643.81075048,LP08,10174.574,440,1
416978.779797131,6304643.81856693,LP08,10329.043,440,1
416980.974658339,6304643.83739036,LP08,10340.213,440,1
416983.179009964,6304643.83411855,LP08,10335.745,440,1
416985.383456652,6304643.81975899,LP08,10391.489,440,1
416987.578603061,6304643.80531918,LP08,10369.362,440,1
416989.764354116,6304643.80188637,LP08,10385.426,440,2
416991.968610602,6304643.80969981,LP08,10205.957,440,2
416994.163471747,6304643.82852025,LP08,10226.064,440,2
416996.358523021,6304643.8251657,LP08,10065,440,2
416998.56268441,6304643.84406489,LP08,9973.191,440,2
417000.766845794,6304643.86296357,LP08,9923.936,440,2
417002.943011336,6304643.89270979,LP08,10114.362,440,2
417005.137872451,6304643.91152774,LP08,9959.787,440,2
417007.332828616,6304643.91925794,LP08,10006.809,440,2
417009.518389459,6304643.93799517,LP08,10057.872,440,2
417011.713250555,6304643.95681163,LP08,9957.553,440,2
417013.917411904,6304643.97570732,LP08,10009.043,440,2
417016.130873508,6304643.99468223,LP08,10003.83,440,2
417018.32592467,6304643.9913227,LP08,9751.596,440,2
417020.51158052,6304643.99897019,LP08,9784.574,440,2
417022.697331395,6304643.99552994,LP08,9829.787,440,3
417024.901492703,6304644.01442313,LP08,9765,440,3
417027.096543813,6304644.01106161,LP08,9612.872,440,3
417029.300895164,6304644.0077793,LP08,9373.298,440,3
417031.495851214,6304644.01550402,LP08,8899.255,440,3
417033.690902276,6304644.01214101,LP08,8464.681,440,3
417035.876463023,6304644.03087228,LP08,8038.617,440,3
417038.090114577,6304644.02766768,LP08,7777.979,440,3
417040.275770323,6304644.03531071,LP08,7781.17,440,3
417042.48923182,6304644.05427959,LP08,7347.979,440,3
417044.739989357,6304644.06247952,LP08,6693.085,440,3
417047.009252391,6304644.08192556,LP08,6017.66,440,3
417049.287815675,6304644.10145076,LP08,5494.362,440,3
417051.5571737,6304644.10980849,LP08,5241.383,440,4
417053.826626714,6304644.10707843,LP08,4977.872,440,4
417056.086779454,6304644.10426816,LP08,4880.319,440,4
417058.337536924,6304644.11246492,LP08,5018.404,440,4
417060.56978886,6304644.10941455,LP08,5071.915,440,4
417062.820641295,6304644.10652302,LP08,4945.957,440,4
417065.099299501,6304644.11495726,LP08,4668.085,440,4
417067.387352938,6304644.11238338,LP08,4807.34,440,4
417069.675216394,6304644.13198346,LP08,4790.638,440,4
417071.944479328,6304644.15142365,LP08,4630.213,440,4
417074.176731179,6304644.14837014,LP08,4689.894,440,4
417076.399682757,6304644.14523645,LP08,4640.957,440,4
417078.613144115,6304644.16419708,LP08,4895,440,4
417080.854696182,6304644.16122169,LP08,4985.426,440,4
417083.105453523,6304644.16941269,LP08,5077.766,440,4
417085.356210851,6304644.17760317,LP08,5052.447,440,4
417087.606873208,6304644.19688038,LP08,5308.617,440,4
417089.885531291,6304644.20530878,LP08,5047.021,440,4
417092.14549389,6304644.22466458,LP08,5146.17,440,4
417094.405646393,6304644.22184536,LP08,5202.766,440,4
417096.656403669,6304644.23003322,LP08,5272.553,440,4
417098.925856399,6304644.22729259,LP08,5202.766,440,4
417101.186103802,6304644.21338454,LP08,5185.426,440,4
417103.464856754,6304644.2107225,LP08,5027.553,440,4
417105.752909947,6304644.20813956,LP08,5171.17,440,4
417108.040583369,6304644.24990506,LP08,5298.085,440,4
417110.319431218,6304644.23615415,LP08,5286.702,440,4
417112.597709444,6304644.28892619,LP08,5329.894,440,4
417114.867162077,6304644.28618183,LP08,5386.596,440,4
417117.136519765,6304644.29452418,LP08,5487.447,440,4
417119.415082773,6304644.31403287,LP08,5593.085,440,4
417121.703040957,6304644.32253341,LP08,5536.277,440,4
417123.981888712,6304644.30877929,LP08,5647.447,440,4
417126.269941786,6304644.3061915,LP08,5738.83,440,4
417128.567200183,6304644.31477003,LP08,6029.149,440,4
417130.864553483,6304644.31226077,LP08,5778.723,440,4
417133.171017203,6304644.33200507,LP08,5810.638,440,4
417135.477480916,6304644.35174882,LP08,5893.617,440,4
417137.774739272,6304644.36032516,LP08,6023.83,440,4
417140.081297873,6304644.36898057,LP08,6057.872,440,4
417142.387951362,6304644.36654818,LP08,5738.191,440,4
417144.67600432,6304644.36395604,LP08,5880.638,440,4
417146.991863137,6304644.3726894,LP08,6140,440,4
417149.279916066,6304644.37009618,LP08,6239.787,440,4
417151.595774858,6304644.37882844,LP08,5936.383,440,4
417153.911633638,6304644.38756014,LP08,5664.681,440,4
417156.22730264,6304644.41846579,LP08,5571.915,440,4
417158.533956028,6304644.41602955,LP08,5806.383,440,4
417160.821819128,6304644.43560809,LP08,5691.489,440,4
417163.128472487,6304644.43317076,LP08,5767.979,440,4
417165.44423634,6304644.45298695,LP08,5812.766,440,4
417167.732289159,6304644.45038936,LP08,6016.17,440,4
417170.02954735,6304644.45895805,LP08,5889.574,440,4
417172.354611432,6304644.47885217,LP08,5823.83,440,4
417174.661264721,6304644.47641209,LP08,5395,440,4
417176.976933669,6304644.50731277,LP08,5484.574,440,4
417179.283586932,6304644.50487159,LP08,5390.745,440,4
417181.608840692,6304644.502589,LP08,5893.83,440,4
417183.91539907,6304644.51123396,LP08,5787.234,440,4
417186.222052285,6304644.50879113,LP08,6057.872,440,4
417188.510010125,6304644.51727587,LP08,5736.702,440,4
417190.816473622,6304644.53700644,LP08,6147.447,440,4
417193.132237368,6304644.55681601,LP08,5983.298,440,4
417195.448001108,6304644.57662502,LP08,6199.468,440,4
417197.763764843,6304644.59643348,LP08,5959.894,440,3
417200.079813072,6304644.58297965,LP08,6150.638,440,3
417202.386276529,6304644.60270746,LP08,5837.766,440,3
417204.692834809,6304644.61134747,LP08,6494.468,440,3
417206.999393078,6304644.61998693,LP08,6315.851,440,3
417209.296556256,6304644.63963355,LP08,6446.277,440,3
417211.612604401,6304644.62617697,LP08,6653.617,440,3
417213.909767558,6304644.64582249,LP08,7147.234,440,3
417216.216420596,6304644.64337251,LP08,7155.638,440,3
417218.541484504,6304644.66325553,LP08,7262.766,440,3
417220.866738025,6304644.66096351,LP08,7277.66,440,3
417223.182691273,6304644.6585914,LP08,7630,440,3
417225.479854385,6304644.67823417,LP08,7482.66,440,3
417227.76800164,6304644.66453515,LP08,7693.404,440,3
417230.065164732,6304644.68417684,LP08,8198.617,440,3
417232.381117921,6304644.68180253,LP08,8105.426,440,3
417234.687676044,6304644.69043539,LP08,8200.106,440,3
417237.003344828,6304644.72132171,LP08,8302.447,440,2
417239.309997723,6304644.71886623,LP08,8743.723,440,2
417241.616461028,6304644.73858469,LP08,8558.298,440,2
417243.932224583,6304644.7583821,LP08,8659.362,440,2
417246.247988131,6304644.77817896,LP08,8242.766,440,2
417248.535945686,6304644.78664952,LP08,8824.362,440,2
417250.842503739,6304644.79527853,LP08,8820.426,440,2
417253.167662292,6304644.80406599,LP08,9115.638,440,2
417255.465109607,6304644.79043992,LP08,9241.489,440,2
417257.762367366,6304644.79898779,LP08,8969.681,440,2
417258.01269166,6304674.27317464,LP08,7636.489,260,3
417255.771323377,6304674.25401669,LP08,7775,260,3
417253.520560035,6304674.24586597,LP08,8214.574,260,3
417251.269701908,6304674.24880197,LP08,7871.702,260,3
417249.028238824,6304674.2407297,LP08,8235.957,260,3
417246.805281517,6304674.24390317,LP08,7714.894,260,3
417244.582418975,6304674.23598888,LP08,7971.064,260,3
417242.359556423,6304674.22807408,LP08,7412.66,260,3
417240.127393576,6304674.22007926,LP08,7434.468,260,3
417237.932431853,6304674.21240197,LP08,7336.915,260,3
417235.746770404,6304674.2048037,LP08,7567.447,260,3
417233.570504021,6304674.18619721,LP08,7352.021,260,4
417231.384842554,6304674.17859795,LP08,7412.979,260,4
417229.180580507,6304674.17083916,LP08,6987.447,260,4
417226.97631845,6304674.16307986,LP08,7628.723,260,4
417224.771866774,6304674.17749456,LP08,6774.894,260,4
417222.576904973,6304674.16981379,LP08,6380.957,260,4
417220.382132782,6304674.13995803,LP08,5879.574,260,4
417218.16866521,6304674.12102996,LP08,5957.766,260,4
417215.955197634,6304674.10210138,LP08,5509.894,260,4
417213.741730049,6304674.0831723,LP08,5445.319,260,4
417211.54657857,6304674.09766352,LP08,5285.319,260,4
417209.332921324,6304674.10090792,LP08,5255.851,260,4
417207.128753996,6304674.08205686,LP08,4915,260,4
417204.924397007,6304674.08537979,LP08,5145.532,260,4
417202.738545742,6304674.09994855,LP08,5558.617,260,4
417200.543678668,6304674.08117554,LP08,5391.702,260,4
417198.357922204,6304674.08465607,LP08,5465.957,260,4
417196.15375483,6304674.06580252,LP08,5365.106,260,4
417193.958698054,6304674.0692025,LP08,5393.723,260,4
417191.754435822,6304674.06143519,LP08,5307.128,260,4
417189.559568707,6304674.04265969,LP08,5478.936,260,4
417187.373812177,6304674.04613774,LP08,5402.766,260,4
417185.188245331,6304674.02744081,LP08,5267.234,260,4
417182.983983059,6304674.0196715,LP08,5089.574,260,4
417180.770515344,6304674.00073487,LP08,5084.362,260,4
417178.519656774,6304674.00365396,LP08,4906.489,260,4
417176.306094183,6304673.99580356,LP08,5062.021,260,4
417174.092626445,6304673.97686541,LP08,5197.979,260,4
417171.851162982,6304673.96877527,LP08,5403.085,260,4
417169.628205211,6304673.97193102,LP08,5343.404,260,4
417167.396136878,6304673.95283218,LP08,5305.957,260,4
417165.164068541,6304673.93373283,LP08,5180.106,260,4
417162.950411016,6304673.93696662,LP08,5036.489,260,4
417160.718247783,6304673.92895349,LP08,4723.404,260,4
417158.476689375,6304673.9319475,LP08,4699.681,260,4
417156.235320717,6304673.9127665,LP08,4712.872,260,4
417154.003062566,6304673.91583906,LP08,4848.83,260,4
417151.761599003,6304673.90774428,LP08,4726.064,260,4
417149.529340823,6304673.91081581,LP08,4610.426,260,4
417147.287972127,6304673.89163274,LP08,4455.745,260,4
417145.046603426,6304673.87244915,LP08,4939.362,260,4
417142.823645494,6304673.87559874,LP08,5293.83,260,4
417140.59148216,6304673.86758096,LP08,5116.064,260,4
417138.340718247,6304673.85940346,LP08,4965.319,260,4
417136.10836508,6304673.87355915,LP08,5230.851,260,4
417133.876296618,6304673.85445258,LP08,5260.213,260,4
417131.634738042,6304673.85744037,LP08,5436.17,260,4
417129.402669562,6304673.83833278,LP08,5235.213,260,4
417127.170506162,6304673.83031191,LP08,5001.17,260,4
417124.947737953,6304673.8112829,LP08,4681.064,260,4
417122.752775676,6304673.8035795,LP08,4731.915,260,4
417120.520612244,6304673.7955571,LP08,4576.596,260,4
417118.288543729,6304673.77644694,LP08,4546.383,260,4
417116.047174922,6304673.75725663,LP08,4800.851,260,4
417113.824216818,6304673.76039956,LP08,4808.085,260,4
417111.58275306,6304673.75229547,LP08,4895.319,260,4
417109.35049464,6304673.75535774,LP08,4890.851,260,4
417107.108840979,6304673.7694271,LP08,4932.766,260,4
417104.876677468,6304673.76140109,LP08,4758.298,260,4
417102.644608888,6304673.74228732,LP08,4687.66,260,4
417100.421840589,6304673.72325268,LP08,4647.872,260,4
417098.171171427,6304673.70397859,LP08,4517.234,260,4
417095.948308165,6304673.69603018,LP08,4471.277,260,4
417093.716049651,6304673.69908884,LP08,4683.298,260,4
417091.483981035,6304673.6799725,LP08,4780.426,260,4
417089.26111774,6304673.67202254,LP08,4981.383,260,4
417087.010353577,6304673.6638331,LP08,5036.064,260,4
417084.768889686,6304673.6557228,LP08,5014.043,260,4
417082.53682104,6304673.63660439,LP08,5043.191,260,4
417080.304562448,6304673.63965997,LP08,4846.596,260,4
417078.063003555,6304673.64263536,LP08,4668.936,260,4
417075.821444644,6304673.64561023,LP08,4620.532,260,4
417073.580075673,6304673.62641009,LP08,5029.894,260,4
417071.32931143,6304673.61821701,LP08,5011.064,260,4
417069.078547176,6304673.6100234,LP08,5308.617,260,4
417066.772076178,6304673.59026397,LP08,5471.702,260,4
417064.446909613,6304673.58143188,LP08,5577.66,260,4
417062.130948333,6304673.58376615,LP08,5819.574,260,4
417059.833682601,6304673.57517199,LP08,6497.872,260,4
417057.53660685,6304673.54440279,LP08,6358.085,260,4
417055.211250245,6304673.55774297,LP08,6454.149,260,3
417052.895573908,6304673.5268133,LP08,6674.894,260,3
417050.579517556,6304673.54023205,LP08,7249.468,260,3
417048.282251767,6304673.53163515,LP08,7505.213,260,3
417045.975590671,6304673.53404526,LP08,7976.383,260,3
417043.650423998,6304673.52520817,LP08,8094.787,260,3
417041.325257312,6304673.51637052,LP08,8546.809,260,2
417039.009485919,6304673.49652477,LP08,8593.511,260,2
417036.684319213,6304673.48768601,LP08,8852.447,260,2
417034.359152494,6304673.47884669,LP08,8829.149,260,2
417032.015385191,6304673.46984739,LP08,8736.809,260,2
417029.680918164,6304673.46092724,LP08,8749.468,260,2
417027.374256954,6304673.46333291,LP08,8752.234,260,2
417025.076991049,6304673.4547305,LP08,9000.638,260,2
417022.770329809,6304673.45713507,LP08,8920.638,260,2
417020.463763589,6304673.44845185,LP08,9206.277,260,2
417018.166592688,6304673.42876056,LP08,9043.723,260,2
417015.88792731,6304673.42031541,LP08,8964.149,260,2
417013.655573266,6304673.43444286,LP08,9359.894,260,1
417011.43299473,6304673.3932133,LP08,9520.319,260,1
417009.219241229,6304673.40749918,LP08,9402.234,260,1
417007.005677816,6304673.39961007,LP08,9818.936,260,1
417004.782814104,6304673.39164071,LP08,9801.489,260,1
417002.578360839,6304673.40600482,LP08,9919.468,260,1
417000.374192737,6304673.38710668,LP08,9743.085,260,1
416998.123618256,6304673.35672208,LP08,9658.83,260,1
416995.919260012,6304673.35999742,LP08,9789.681,260,1
416993.696586384,6304673.32985103,LP08,9591.702,260,1
416991.483022899,6304673.32195836,LP08,9667.34,260,1
416989.260159118,6304673.31398544,LP08,9834.468,260,1
416987.037295325,6304673.30601201,LP08,9704.362,260,1
416984.842142225,6304673.32045183,LP08,9897.128,260,1
416982.628578694,6304673.31255714,LP08,9642.872,260,1
416980.396319491,6304673.31558968,LP08,9476.915,260,1
416978.173550733,6304673.29652697,LP08,9529.255,260,1
416975.959892079,6304673.299718,LP08,9535.957,260,1
416973.755533697,6304673.3029883,LP08,9562.66,260,1
416971.579171258,6304673.29541014,LP08,9884.043,260,1
416969.346911984,6304673.29844013,LP08,9660.213,260,1
416967.133443468,6304673.27945465,LP08,9702.34,260,1
416964.919784743,6304673.28264316,LP08,9573.83,260,1
416962.762022835,6304673.27522258,LP08,9956.809,260,1
416960.790266675,6304673.26939707,LP08,11081.383,260,1
416958.874407344,6304673.2529626,LP08,11332.766,260,1
416956.94915261,6304673.24753521,LP08,11381.17,260,1
416955.042593556,6304673.23117976,LP08,11444.255,260,1
416953.145239671,6304673.22599097,LP08,11739.681,260,1
416951.229094966,6304673.24281673,LP08,11396.809,260,1
416949.266829281,6304673.21489417,LP08,11284.574,260,1
416947.313673641,6304673.2092255,LP08,10975.851,260,1
416945.397719145,6304673.20387561,LP08,11132.66,260,1
416943.46325919,6304673.1872785,LP08,10638.723,260,1
416941.510103526,6304673.18160866,LP08,10398.298,260,1
416939.556852721,6304673.18702567,LP08,9590.319,260,1
416937.612997325,6304673.18143484,LP08,9815,260,1
416935.678251938,6304673.19809792,LP08,9799.362,260,1
416933.743887083,6304673.17041162,LP08,10286.702,260,1
416931.800126799,6304673.15373237,LP08,9875.638,260,1
416929.874871947,6304673.1482996,LP08,10694.149,260,1
416927.940507087,6304673.12061214,LP08,10036.596,260,1
416926.015347368,6304673.10409136,LP08,10554.574,260,1
416924.080792207,6304673.09857762,LP08,9850.426,260,1
416922.155537326,6304673.09314332,LP08,10592.766,260,1
416920.193081283,6304673.08738936,LP08,10469.043,260,1
416918.258621252,6304673.07078721,LP08,10381.064,260,1
416916.34247632,6304673.08760606,LP08,9896.596,260,1
416914.407921114,6304673.0820904,LP08,10883.617,260,1
416912.464160771,6304673.06540727,LP08,9782.234,260,1
416910.52941522,6304673.08206532,LP08,10279.043,260,1
416908.594955152,6304673.06546124,LP08,10263.723,260,1
416906.669795367,6304673.04893661,LP08,10242.766,260,1
416904.744635579,6304673.03241159,LP08,10610.638,260,1
416902.809889978,6304673.0490681,LP08,10575,260,1
416900.87552506,6304673.02137523,LP08,10368.298,260,1
416898.941064965,6304673.00476923,LP08,10256.064,260,1
416897.006700046,6304672.97707558,LP08,10327.447,260,1
416895.072239944,6304672.9604688,LP08,10299.468,260,1
416893.119179261,6304672.94370195,LP08,10048.83,260,1
416891.119426755,6304672.94870997,LP08,9825.532,260,1
416889.138274813,6304672.95387728,LP08,10188.511,260,1
416887.166518338,6304672.94803678,LP08,9986.064,260,1
416885.194571467,6304672.96437037,LP08,10265.638,260,1
416883.232210453,6304672.94752167,LP08,10154.362,260,1
416881.269944634,6304672.91958533,LP08,10375.426,260,1
416879.326088991,6304672.9139828,LP08,10508.617,260,1
416877.37283785,6304672.91938726,LP08,10566.383,260,1
416875.429077392,6304672.9026967,LP08,10381.064,260,1
416873.49461722,6304672.8860856,LP08,10513.723,260,1
416871.550571128,6304672.90265601,LP08,10100.319,260,1
416869.597510361,6304672.88588441,LP08,10304.894,260,1
416867.662954957,6304672.8803594,LP08,9743.298,260,1
416865.728113897,6304672.90809575,LP08,10210.106,260,1
416863.775053106,6304672.89132297,LP08,9812.872,260,1
416861.868493758,6304672.87494917,LP08,10504.362,260,1
416859.906037447,6304672.86918299,LP08,9380.745,260,1
416857.962181705,6304672.86357617,LP08,10118.298,260,1
416856.009025667,6304672.85788907,LP08,10036.277,260,1
416854.074374969,6304672.8634486,LP08,10646.383,260,1
416852.12131414,6304672.84667347,LP08,10244.255,260,1
416850.187044353,6304672.80788322,LP08,10692.34,260,1
416848.243093339,6304672.8133617,LP08,10130.638,260,1
416846.299142311,6304672.81883978,LP08,10572.553,260,1
416844.345986221,6304672.81315033,LP08,9769.574,260,1
416842.402130412,6304672.80754039,LP08,10304.574,260,1
416840.439674013,6304672.80177026,LP08,10063.936,260,1
416838.45880752,6304672.77366545,LP08,10081.596,260,1
416836.486955569,6304672.77890187,LP08,10158.723,260,1
416834.46888791,6304672.75047665,LP08,10347.553,260,1
